query,description,label
I want a lightweight laptop that is cheap.,"asus Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph) with ryzen 7 processor, 16GB RAM, dedicated GPU, priced at $1139.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus ROG Zephyrus G14 2023 GA402XZ-N2020WS Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 12GB Graph) with ryzen 9 processor, 32GB RAM, dedicated GPU, priced at $3131.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus ROG Zephyrus G14 2023 GA402NU-N2023WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph) with ryzen 7 processor, 16GB RAM, dedicated GPU, priced at $1799.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus TUF Gaming A17 FA777XU-HX026WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph) with ryzen 9 processor, 16GB RAM, dedicated GPU, priced at $1619.88, 17.3-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 15X OLED M3504YA-LK541WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home) with ryzen 5 processor, 16GB RAM, integrated GPU, priced at $724.55, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"lenovo Lenovo IdeaPad 3 15IAU7 82RK00LWIN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home) with core i5 processor, 8GB RAM, integrated GPU, priced at $633.53, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph) with core i9 processor, 16GB RAM, dedicated GPU, priced at $2518.68, 13.4-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus TUF Gaming F15 2023 FX507VV-LP071WS Gaming Laptop (13th Gen Core i9/ 16GB/1TB SSD/ Win11 Home/ 8GB Graph) with core i9 processor, 16GB RAM, dedicated GPU, priced at $1859.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook S15 2022 K3502ZA-KJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11) with core i5 processor, 16GB RAM, integrated GPU, priced at $839.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 16X 2023 K3605ZC-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $1019.40, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"hp HP Victus 15-fa0092TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $839.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"acer Acer Predator Helios 16 PH16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1720.80, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $1360.81, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"dell Dell Alienware x14 R2 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph) with core i7 processor, 32GB RAM, dedicated GPU, priced at $2705.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"dell Dell Alienware m16 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $2651.88, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"hp HP 15-hr0000TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home) with core i5 processor, 8GB RAM, integrated GPU, priced at $808.80, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"hp HP 15-hr0001TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $779.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI Thin GF63 12UCX-269IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $923.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI Katana 15 B12UDXK-1006IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph) with core i5 processor, 8GB RAM, dedicated GPU, priced at $875.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"acer Acer Swift Go 14 SFG14-41 NX.KG3SI.003 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home) with ryzen 5 processor, 16GB RAM, integrated GPU, priced at $707.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"hp HP 15s-eq1580AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11 Home) with ryzen 3 processor, 8GB RAM, integrated GPU, priced at $395.88, 15.6-inch display",1
I want a lightweight laptop that is cheap.,"hp HP 15-fd0021TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home) with core i5 processor, 8GB RAM, integrated GPU, priced at $737.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook S15 OLED 2023 S5504VA-MA741WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11) with core i7 processor, 16GB RAM, integrated GPU, priced at $1271.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI Thin GF63 12VE-267IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11/6GB Graphics) with core i5 processor, 16GB RAM, dedicated GPU, priced at $1043.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 16X 2023 K3605VC-MB951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph) with core i9 processor, 16GB RAM, dedicated GPU, priced at $1337.27, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI Stealth 16 Studio A13VG-030IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph) with core i7 processor, 32GB RAM, dedicated GPU, priced at $2999.88, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 14X 2023 K3405VF-LY541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics) with core i5 processor, 16GB RAM, dedicated GPU, priced at $919.43, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"acer Acer Predator Helios Neo 16 PHN16-71 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1715.99, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics) with core i5 processor, 16GB RAM, dedicated GPU, priced at $1127.99, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook Pro 15 OLED K6502VU-MA951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph) with core i9 processor, 16GB RAM, dedicated GPU, priced at $1938.16, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Zenbook Pro 14 Duo OLED 2023 UX8402VU-MZ551WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $2399.88, 14.5-inch display",0
I want a lightweight laptop that is cheap.,"hp HP ProBook 440 G9 6J8T1PA Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11) with core i7 processor, 16GB RAM, integrated GPU, priced at $1416.00, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"hp HP 15-fd0024TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11 Home) with core i7 processor, 16GB RAM, integrated GPU, priced at $955.08, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI GF63 Thin 11SC-1298IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $767.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus VivoBook 15 X515EA-EJ342WS Laptop (11th Gen Core i3/ 16GB/ 512GB SSD/ Win11) with core i3 processor, 16GB RAM, integrated GPU, priced at $431.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"hp HP 15s-fy5002TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home) with core i5 processor, 8GB RAM, integrated GPU, priced at $635.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"lenovo Lenovo IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop (AMD Ryzen 7-5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph) with ryzen 7 processor, 8GB RAM, dedicated GPU, priced at $758.28, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"lenovo Lenovo Ideapad Gaming 3 15ACH6 82K20145IN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph) with ryzen 7 processor, 16GB RAM, dedicated GPU, priced at $972.00, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"acer Acer One 14 Z8-415 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home) with core i5 processor, 8GB RAM, integrated GPU, priced at $479.88, 14.0-inch display",1
I want a lightweight laptop that is cheap.,"dell Dell Alienware X16 R1 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph) with core i9 processor, 32GB RAM, dedicated GPU, priced at $4661.88, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"hp HP 15s-fy5003TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $481.20, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"dell Dell Alienware M18 R1 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph) with core i9 processor, 32GB RAM, dedicated GPU, priced at $4421.88, 18.0-inch display",0
I want a lightweight laptop that is cheap.,"acer Acer One 11 Z8-284 UN.013SI.014 Laptop ( Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home) with celeron processor, 8GB RAM, integrated GPU, priced at $441.60, 11.6-inch display",0
I want a lightweight laptop that is cheap.,"hp HP 15-fc0030AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home) with ryzen 5 processor, 16GB RAM, integrated GPU, priced at $557.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"acer Acer 16 Predator Neo NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $1259.99, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"hp HP 15-fd0018TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $571.80, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"acer Acer Predator Helios Neo 16 NH.QLTSI.002 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1379.88, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"hp HP 15-fd0006TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $563.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"hp HP 15-fd0011TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home) with core i5 processor, 8GB RAM, integrated GPU, priced at $725.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"hp HP Victus 15-fb0122AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph) with ryzen 5 processor, 8GB RAM, dedicated GPU, priced at $599.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"hp HP 15-fd0012TU Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home) with core i5 processor, 8GB RAM, integrated GPU, priced at $787.08, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"realme Realme Book Prime CloudPro002 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11) with core i5 processor, 8GB RAM, integrated GPU, priced at $515.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"hp HP ProBook 440 G8 5D6U3PA Notebook PC (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11) with core i5 processor, 8GB RAM, integrated GPU, priced at $852.00, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus VivoBook 15 X515MA-BR024WS Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home) with celeron processor, 8GB RAM, integrated GPU, priced at $371.12, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"dell Dell Vostro 15 3510 2023 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home) with core i5 processor, 8GB RAM, integrated GPU, priced at $575.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 15 2023 X1504VA-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11) with core i3 processor, 8GB RAM, integrated GPU, priced at $555.46, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $1499.88, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"dell Dell Vostro 3420 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11) with core i5 processor, 16GB RAM, integrated GPU, priced at $623.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home) with ryzen 5 processor, 16GB RAM, integrated GPU, priced at $707.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"dell Dell Vostro 3425 Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11 Home) with ryzen 5 processor, 8GB RAM, integrated GPU, priced at $461.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"acer Acer Aspire 5 A515-56G Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 2GB Graph) with core i5 processor, 8GB RAM, dedicated GPU, priced at $539.93, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"acer Acer Nitro 5 AN515-46 Gaming Laptop (Ryzen 5 6600H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph) with ryzen 5 processor, 16GB RAM, dedicated GPU, priced at $1067.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI Thin GF63 12VF-268IN Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11/ 8GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $1163.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus VivoBook 14 X1400EA-EK322WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $383.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Zenbook 14 Flip OLED 2023 UP3404VA-KN742WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home) with core i7 processor, 16GB RAM, integrated GPU, priced at $1584.00, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Zenbook 14 OLED 2023 UX3402VA-KN741WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home) with core i7 processor, 16GB RAM, integrated GPU, priced at $1391.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 14X OLED 2023 K3405VFB-KM541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics) with core i5 processor, 16GB RAM, dedicated GPU, priced at $1079.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"hp HP Victus 15-fa1066TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1319.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI Summit E13 Flip Evo A11MT-213IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10) with core i7 processor, 16GB RAM, integrated GPU, priced at $983.88, 13.4-inch display",0
I want a lightweight laptop that is cheap.,"hp HP Pavilion 15-eg2017TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $631.08, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $1094.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 16 2023 X1605VAB-MB544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $755.88, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI Summit E13 Flip Evo A11MT-214IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10) with core i5 processor, 16GB RAM, integrated GPU, priced at $839.88, 13.4-inch display",0
I want a lightweight laptop that is cheap.,"hp HP Victus 16-d0333TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $774.00, 16.1-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook Flip 14 2023 TP3402VAB-LZ542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $863.26, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"hp HP Victus 15-fb0121AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph) with ryzen 5 processor, 8GB RAM, dedicated GPU, priced at $623.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"hp HP 15s-fq2738TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $407.87, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 15 X1502ZA-EJ953WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11) with core i3 processor, 8GB RAM, integrated GPU, priced at $477.48, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"hp HP Omen 16-n0123AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph) with ryzen 7 processor, 16GB RAM, dedicated GPU, priced at $1439.88, 16.1-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI Raider GE68HX 13VG-027IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph) with core i9 processor, 32GB RAM, dedicated GPU, priced at $3131.88, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook Go 14 E1404GA-NK322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $467.76, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 15 2023 X1504VA-NJ523WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11) with core i5 processor, 8GB RAM, integrated GPU, priced at $671.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI Thin GF63 12UCX-265IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $782.28, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI GF63 Thin 11UC-1295IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $875.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"acer Acer Nitro 5 AN515-47 2023 Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph) with ryzen 5 processor, 16GB RAM, dedicated GPU, priced at $827.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"acer Acer Predator Helios 16 PH16-71 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph) with core i7 processor, 32GB RAM, dedicated GPU, priced at $2401.08, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"acer Acer Nitro 5 AN515-47 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph) with ryzen 7 processor, 16GB RAM, dedicated GPU, priced at $934.68, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI Stealth 16 Studio A13VF-023IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph) with core i7 processor, 32GB RAM, dedicated GPU, priced at $2639.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"lenovo Lenovo ThinkPad P14s 21AKS02800 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 4GB Graphics) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1479.25, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 15X OLED 2023 K3504VA-LK552WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $851.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI Raider GE68HX 13VG-026IN Gaming Laptop (13th Gen Core i7/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph) with core i7 processor, 32GB RAM, dedicated GPU, priced at $2591.88, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI Stealth 14 Studio A13VF-037IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $2063.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"msi MSI GF63 Thin 11UC-1297IN Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph) with core i5 processor, 8GB RAM, dedicated GPU, priced at $839.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 15X 2023 K3504VAB-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $750.00, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 16 2023 X1605VA-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $825.60, 16.0-inch display",0
I want a lightweight laptop that is cheap.,"hp HP Spectre x360 2023 13.5-ef2034TU Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home) with core i7 processor, 32GB RAM, integrated GPU, priced at $1725.89, 13.5-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook S15 OLED 2023 K5504VA-LK542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $1031.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus VivoBook 14 2023 X1404VA-NK321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $551.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus VivoBook 14 2023 X1404VA-NK522WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home) with core i5 processor, 8GB RAM, integrated GPU, priced at $719.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $1259.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 15X OLED 2023 K3504VA-LK542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $820.68, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11) with core i5 processor, 16GB RAM, integrated GPU, priced at $1175.88, 13.3-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Zenbook 14 OLED 2023 UX3402VA-KM541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $1115.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 15 2023 X1502VA-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11) with core i5 processor, 16GB RAM, integrated GPU, priced at $779.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook 15 OLED 2023 X1505VA-LK542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $899.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook Go 15 OLED 2023 E1504GA-LK322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $527.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"dell Dell Inspiron 3525 D560771WIN9S Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11) with ryzen 5 processor, 8GB RAM, integrated GPU, priced at $539.88, 15.6-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus VivoBook 14 2023 X1404VA-NK541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $767.88, 14.0-inch display",0
I want a lightweight laptop that is cheap.,"asus Asus Vivobook Go 15 2023 E1504GA-NJ322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $470.90, 15.6-inch display",1
